,Source,Target
1199,database_development,microsoft
1200,data_warehousing,microsoft
1201,azure,microsoft
1202,sql_server_data_mining,microsoft
1203,asp.net_mvc,windows_azure_platform
1204,powershell,windows_azure_platform
1205,solution_architecture,windows_azure_platform
1206,sql,windows_azure_platform
1208,nodejs,windows_azure_platform
1209,high_performance_computing,windows_azure_platform
1210,amazon_web_services,windows_azure_platform
1211,microsoft_windows,windows_azure_platform
1212,ec2,windows_azure_platform
1213,c#.net,windows_azure_platform
1214,aws,windows_azure_platform
1215,database_professionals,windows_azure_platform
1216,paas:_platform_as_a_service,windows_azure_platform
1217,coders,windows_azure_platform
1219,sql_integration_services,windows_azure_platform
1220,xaml,windows_azure_platform
1221,windows,windows_azure_platform
1222,microsoft,windows_azure_platform
1224,scripting,windows_azure_platform
1225,.net_development,windows_azure_platform
1226,asp.net,windows_azure_platform
1227,paas_(platform_as_a_service),windows_azure_platform
1228,windows_azure_platform,windows_azure_platform
1229,messaging_systems,windows_azure_platform
1230,cms_(content_management_systems),windows_azure_platform
1231,using_mongodb_in_the_cloud,windows_azure_platform
1232,data_center_and_operations_automation,windows_azure_platform
1233,.net,windows_azure_platform
1234,javascript,windows_azure_platform
1235,.net_content_management_systems,windows_azure_platform
1236,microsoft_biztalk,windows_azure_platform
1237,microsoft_technology,windows_azure_platform
1238,web_design,windows_azure_platform
1240,computer_science,windows_azure_platform
1241,data_management,windows_azure_platform
1242,sql_server_azure,windows_azure_platform
1243,c#,windows_azure_platform
1244,distributed_systems,windows_azure_platform
1245,system_administration,windows_azure_platform
1246,microsoft_.net_user_group,windows_azure_platform
1249,windows_powershell,windows_azure_platform
1250,knowledge_sharing,windows_azure_platform
1251,web_application_development,windows_azure_platform
1252,mobile_development,windows_azure_platform
1253,sql_server_analysis_services,windows_azure_platform
1254,linux,windows_azure_platform
1255,service-oriented_architecture,windows_azure_platform
1256,cloud_computing,windows_azure_platform
1257,internet_startups,windows_azure_platform
1258,swift_language,windows_azure_platform
1259,virtualization,windows_azure_platform
1260,configuration_management,windows_azure_platform
1261,php,windows_azure_platform
1262,open_source_community,windows_azure_platform
1263,technical_architecture,windows_azure_platform
1264,iaas_(infrastructure_as_a_service),windows_azure_platform
1265,sql_server,windows_azure_platform
1266,database_development,windows_azure_platform
1267,data_warehousing,windows_azure_platform
1268,saas_(software_as_a_service),windows_azure_platform
1269,azure,windows_azure_platform
1270,.net_developers,windows_azure_platform
1271,devops,windows_azure_platform
1272,asp.net_mvc,cloud_computing
1273,programming_in_r,cloud_computing
1274,artificial_intelligence_programming,cloud_computing
1275,risk_governance_and_compliance,cloud_computing
1276,open_source_hardware,cloud_computing
1277,data_visualization,cloud_computing
1278,hackathons,cloud_computing
1279,d3.js,cloud_computing
1280,artificial_intelligence_applications,cloud_computing
1281,smart_cities,cloud_computing
1282,real_life_uses_of_aws_and_cloud_servers,cloud_computing
1283,powershell,cloud_computing
1284,ux_design,cloud_computing
1285,hbase,cloud_computing
1286,programmers,cloud_computing
1287,online_marketing,cloud_computing
1288,hackathon,cloud_computing
1289,sql_azure,cloud_computing
1290,openstack,cloud_computing
1291,gdg,cloud_computing
1292,infrastructure_as_code,cloud_computing
1293,predictive_analytics,cloud_computing
1294,personal_privacy_issues,cloud_computing
1295,nosql,cloud_computing
1296,sql,cloud_computing
1297,technology_innovation,cloud_computing
1299,java,cloud_computing
1300,web_application_security,cloud_computing
1301,technology,cloud_computing
1302,jboss_enterprise_middleware,cloud_computing
1303,aws_programming_and_tools,cloud_computing
1304,big_data_for_social_media,cloud_computing
1305,hacking,cloud_computing
1306,risk_management,cloud_computing
1307,fintech,cloud_computing
1308,"search,_information_retrieval",cloud_computing
1309,salesforce.com_developers,cloud_computing
1311,continuous_delivery,cloud_computing
1312,opscode_chef,cloud_computing
1313,spark,cloud_computing
1314,nodejs,cloud_computing
1315,women_entrepreneurs,cloud_computing
1317,high_performance_computing,cloud_computing
1318,amazon_web_services,cloud_computing
1319,amazon,cloud_computing
1320,visualforce_development,cloud_computing
1321,ansible,cloud_computing
1324,ruby,cloud_computing
1325,apache_spark,cloud_computing
1326,microsoft_windows,cloud_computing
1327,e-commerce_-_internet_marketing,cloud_computing
1328,bristol,cloud_computing
1329,erlang_programming,cloud_computing
1330,information_architecture,cloud_computing
1333,docker,cloud_computing
1334,ec2,cloud_computing
1335,cloud_security,cloud_computing
1336,ibm,cloud_computing
1337,lean,cloud_computing
1339,artificial_intelligence,cloud_computing
1340,healthcare_innovation,cloud_computing
1341,hpc_programming,cloud_computing
1342,c#.net,cloud_computing
1343,aws,cloud_computing
1344,aws_rds,cloud_computing
1346,database_professionals,cloud_computing
1347,graph_databases,cloud_computing
1348,network_security,cloud_computing
1349,apache_lucene_and_solr_open_source_search,cloud_computing
1351,apache_hadoop,cloud_computing
1353,paas:_platform_as_a_service,cloud_computing
1354,mongodb,cloud_computing
1355,media,cloud_computing
1356,web_security,cloud_computing
1357,business_intelligence_best_practices,cloud_computing
1358,ios_development,cloud_computing
1359,web_performance,cloud_computing
1361,data_analysis_and_modeling,cloud_computing
1363,sql_integration_services,cloud_computing
1364,gpu_programming,cloud_computing
1365,raspberry_pi,cloud_computing
1366,cassandra,cloud_computing
1367,social_media,cloud_computing
1368,programming_languages,cloud_computing
1369,google_apps_script,cloud_computing
1370,heroku,cloud_computing
1371,e-commerce,cloud_computing
1372,crm,cloud_computing
1373,windows,cloud_computing
1374,microservices,cloud_computing
1375,etl,cloud_computing
1376,google_cloud_platform,cloud_computing
1377,white_hat_hacking,cloud_computing
1378,html5,cloud_computing
1379,cybersecurity,cloud_computing
1380,gpu,cloud_computing
1381,javascript_frameworks,cloud_computing
1382,microsoft,cloud_computing
1383,bioinformatics,cloud_computing
1384,bigdata,cloud_computing
1385,c_/_c_+_+,cloud_computing
1386,computer_security,cloud_computing
1387,emerging_technologies,cloud_computing
1389,jvm_languages,cloud_computing
1390,scripting,cloud_computing
1391,supercomputing,cloud_computing
1392,oracle,cloud_computing
1393,reporting,cloud_computing
1396,.net_development,cloud_computing
1397,apache_mesos,cloud_computing
1398,scala,cloud_computing
1399,software_engineering,cloud_computing
1400,game_development,cloud_computing
1401,dev_ops,cloud_computing
1403,google_chrome,cloud_computing
1404,distributed_computing,cloud_computing
1405,salesforce.com,cloud_computing
1406,asp.net,cloud_computing
1407,python,cloud_computing
1409,operations_and_data_center_management,cloud_computing
1410,paas_(platform_as_a_service),cloud_computing
1411,windows_azure_platform,cloud_computing
1412,mysql,cloud_computing
1413,aws_design_implementation_and_servicing,cloud_computing
1414,machine_learning,cloud_computing
1415,trading,cloud_computing
1416,json,cloud_computing
1418,google_technology_user_group,cloud_computing
1419,sql_server_integration_services,cloud_computing
1420,messaging_systems,cloud_computing
1421,marketing,cloud_computing
1422,web_operations,cloud_computing
1423,new_product_development:_software_&_tech,cloud_computing
1424,london,cloud_computing
1425,cms_(content_management_systems),cloud_computing
1426,rich_internet_applications,cloud_computing
1427,ecommerce_workshops,cloud_computing
1428,using_mongodb_in_the_cloud,cloud_computing
1429,coreos,cloud_computing
1430,artificial_general_intelligence,cloud_computing
1432,statistics_and_data_analysis,cloud_computing
1433,data_center_and_operations_automation,cloud_computing
1434,javascript_libraries,cloud_computing
1435,real_time_analytics,cloud_computing
1436,sql_server_reporting_services,cloud_computing
1437,enterprise_application_integration,cloud_computing
1438,go,cloud_computing
1439,neural_networks,cloud_computing
1440,parallel_programming,cloud_computing
1441,building_private_cloud_with_openstack,cloud_computing
1442,hadoop,cloud_computing
1443,.net,cloud_computing
1444,analytics,cloud_computing
1445,entrepreneurship,cloud_computing
1446,intellectual_discussion,cloud_computing
1449,applied_statistics,cloud_computing
1450,javascript,cloud_computing
1451,text_analytics,cloud_computing
1452,apis,cloud_computing
1453,ecommerce_&_social_media,cloud_computing
1454,android,cloud_computing
1455,data_analytics,cloud_computing
1457,geeks_&_nerds,cloud_computing
1458,google,cloud_computing
1459,couchbase,cloud_computing
1460,puppet,cloud_computing
1461,microsoft_technology,cloud_computing
1462,salesforce.com_and_force.com,cloud_computing
1463,social_networking,cloud_computing
1464,uk_aws_users,cloud_computing
1465,it_infrastructure,cloud_computing
1467,innovation,cloud_computing
1468,web_design,cloud_computing
1469,enterprise_technology,cloud_computing
1470,enterprise_search,cloud_computing
1471,backbone.js,cloud_computing
1472,collaboration,cloud_computing
1473,artificial_intelligence_machine_learning_robotics,cloud_computing
1474,stream_processing,cloud_computing
1475,lean_startup,cloud_computing
1476,data_science,cloud_computing
1477,advanced_sql_server,cloud_computing
1478,computer_science,cloud_computing
1479,cloud_foundry,cloud_computing
1480,entrepreneur_networking,cloud_computing
1481,iot,cloud_computing
1482,data,cloud_computing
1484,data_management,cloud_computing
1485,getting_started_with_python,cloud_computing
1487,sql_server_azure,cloud_computing
1488,business_intelligence,cloud_computing
1489,c#,cloud_computing
1490,distributed_systems,cloud_computing
1491,big_data_analytics,cloud_computing
1492,system_administration,cloud_computing
1493,microsoft_.net_user_group,cloud_computing
1495,gnu/linux,cloud_computing
1496,continuous_deployment,cloud_computing
1497,finance,cloud_computing
1498,metrics,cloud_computing
1499,technology_startups,cloud_computing
1500,high_scalability_computing,cloud_computing
1501,windows_powershell,cloud_computing
1503,education_&_technology,cloud_computing
1504,robotics,cloud_computing
1505,knowledge_sharing,cloud_computing
1506,automation,cloud_computing
1507,python/linux_devop,cloud_computing
1508,mathematics,cloud_computing
1509,angularjs,cloud_computing
1510,force.com,cloud_computing
1511,mobile_development,cloud_computing
1512,social_media_marketing,cloud_computing
1513,postgresql,cloud_computing
1515,hive,cloud_computing
1516,functional_programming,cloud_computing
1517,unikernel,cloud_computing
1518,sql_server_analysis_services,cloud_computing
1519,service_oriented_architectures,cloud_computing
1520,linux,cloud_computing
1521,leveraging_big_data,cloud_computing
1522,information_security,cloud_computing
1523,red_hat,cloud_computing
1525,social_crm,cloud_computing
1527,network_management_and_monitoring,cloud_computing
1528,open_data,cloud_computing
